Dnr,Agenda_2030,VinnovaAnpassatDelm
2019-03114,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03116,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03160,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03314,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03423,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03510,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03545,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03570,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03584,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03623,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-03743,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04362,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04413,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04434,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04469,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04472,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04603,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04700,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04715,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04720,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04750,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04785,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04786,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04793,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04794,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04799,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04813,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04831,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04832,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04833,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04853,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04856,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04911,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04913,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04938,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04964,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04984,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-04990,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
2019-05004,"9 Hållbar industri, innovationer och infrastruktur","Stärka små och medelstora företags möjligheter till utveckling, förädling och försäljning genom tillgång till verktyg, tjänster och nätverk"
